searchSttr;leg1_from;leg1_to;leg1_date;leg2_from;leg2_to;leg2_date;leg3_form;leg3_to;leg3_date;leg4_from;leg4_to;leg4_date;Price;time_in_leg1;time_in_leg2;time_in_leg3;Label;time_in_bue;time_in_mdz;time_in_scl
POA_AEP,EZE_2018-07-07*AEP,EZE_SCL_2018-07-13*SCL_MDZ_2018-07-18*MDZ_POA_2018-07-21;POA;SCL;07/07/18;SCL;MDZ;11/07/18;MDZ;AEP,EZE;18/07/18;AEP,EZE;POA;21/07/18;2.411;4;7;3;"SCL;MDZ;AEP,EZE";3;7;4
POA_AEP,EZE_2018-07-07*AEP,EZE_SCL_2018-07-14*SCL_MDZ_2018-07-18*MDZ_POA_2018-07-21;POA;SCL;07/07/18;SCL;MDZ;12/07/18;MDZ;AEP,EZE;18/07/18;AEP,EZE;POA;21/07/18;2.411;5;6;3;"SCL;MDZ;AEP,EZE";3;6;5
POA_AEP,EZE_2018-07-07*AEP,EZE_SCL_2018-07-15*SCL_MDZ_2018-07-18*MDZ_POA_2018-07-21;POA;SCL;07/07/18;SCL;MDZ;13/07/18;MDZ;AEP,EZE;18/07/18;AEP,EZE;POA;21/07/18;2.411;6;5;3;"SCL;MDZ;AEP,EZE";3;5;6
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-10*SCL_AEP,EZE_2018-07-18*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;13/07/18;MDZ;SCL;17/07/18;SCL;POA;21/07/18;2.424;6;4;4;"AEP,EZE;MDZ;SCL";6;4;4
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-11*SCL_AEP,EZE_2018-07-18*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;14/07/18;MDZ;SCL;17/07/18;SCL;POA;21/07/18;2.424;7;3;4;"AEP,EZE;MDZ;SCL";7;3;4
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-12*SCL_AEP,EZE_2018-07-18*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;10/07/18;MDZ;SCL;18/07/18;SCL;POA;21/07/18;2.424;3;8;3;"AEP,EZE;MDZ;SCL";3;8;3
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-13*SCL_AEP,EZE_2018-07-18*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;11/07/18;MDZ;SCL;18/07/18;SCL;POA;21/07/18;2.441;4;7;3;"AEP,EZE;MDZ;SCL";4;7;3
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-14*SCL_AEP,EZE_2018-07-18*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;12/07/18;MDZ;SCL;18/07/18;SCL;POA;21/07/18;2.461;5;6;3;"AEP,EZE;MDZ;SCL";5;6;3
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-15*SCL_AEP,EZE_2018-07-18*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;13/07/18;MDZ;SCL;18/07/18;SCL;POA;21/07/18;2.461;6;5;3;"AEP,EZE;MDZ;SCL";6;5;3
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-10*SCL_AEP,EZE_2018-07-13*AEP,EZE_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;10/07/18;SCL;AEP,EZE;13/07/18;AEP,EZE;POA;21/07/18;2.528;3;3;8;"MDZ;SCL;AEP,EZE";8;3;3
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-10*SCL_AEP,EZE_2018-07-15*AEP,EZE_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;10/07/18;SCL;AEP,EZE;14/07/18;AEP,EZE;POA;21/07/18;2.528;3;4;7;"MDZ;SCL;AEP,EZE";7;3;4
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-11*SCL_AEP,EZE_2018-07-15*AEP,EZE_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;11/07/18;SCL;AEP,EZE;14/07/18;AEP,EZE;POA;21/07/18;2.528;4;3;7;"MDZ;SCL;AEP,EZE";7;4;3
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-12*SCL_AEP,EZE_2018-07-15*AEP,EZE_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;10/07/18;SCL;AEP,EZE;15/07/18;AEP,EZE;POA;21/07/18;2.528;3;5;6;"MDZ;SCL;AEP,EZE";6;3;5
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-10*SCL_AEP,EZE_2018-07-16*AEP,EZE_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;11/07/18;SCL;AEP,EZE;15/07/18;AEP,EZE;POA;21/07/18;2.528;4;4;6;"MDZ;SCL;AEP,EZE";6;4;4
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-11*SCL_AEP,EZE_2018-07-16*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;12/07/18;MDZ;SCL;15/07/18;SCL;POA;21/07/18;2.528;5;3;6;"AEP,EZE;MDZ;SCL";5;3;6
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-12*SCL_AEP,EZE_2018-07-16*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;10/07/18;MDZ;SCL;16/07/18;SCL;POA;21/07/18;2.528;3;6;5;"AEP,EZE;MDZ;SCL";3;6;5
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-10*SCL_AEP,EZE_2018-07-17*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;12/07/18;MDZ;SCL;16/07/18;SCL;POA;21/07/18;2.528;5;4;5;"AEP,EZE;MDZ;SCL";5;4;5
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-11*SCL_AEP,EZE_2018-07-17*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;13/07/18;MDZ;SCL;16/07/18;SCL;POA;21/07/18;2.528;6;3;5;"AEP,EZE;MDZ;SCL";6;3;5
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-12*SCL_AEP,EZE_2018-07-17*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;10/07/18;MDZ;SCL;17/07/18;SCL;POA;21/07/18;2.528;3;7;4;"AEP,EZE;MDZ;SCL";3;7;4
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-13*SCL_AEP,EZE_2018-07-16*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;11/07/18;MDZ;SCL;16/07/18;SCL;POA;21/07/18;2.545;4;5;5;"AEP,EZE;MDZ;SCL";4;5;5
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-13*SCL_AEP,EZE_2018-07-17*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;11/07/18;MDZ;SCL;17/07/18;SCL;POA;21/07/18;2.545;4;6;4;"AEP,EZE;MDZ;SCL";4;6;4
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-14*SCL_AEP,EZE_2018-07-17*AEP,EZE_POA_2018-07-21;POA;AEP,EZE;07/07/18;AEP,EZE;MDZ;12/07/18;MDZ;SCL;17/07/18;SCL;POA;21/07/18;2.565;5;5;4;"AEP,EZE;MDZ;SCL";5;5;4
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-10*SCL_AEP,EZE_2018-07-14*AEP,EZE_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;10/07/18;SCL;AEP,EZE;14/07/18;AEP,EZE;POA;21/07/18;2.579;3;4;7;"MDZ;SCL;AEP,EZE";7;3;4
POA_MDZ_2018-07-07*MDZ_SCL_2018-07-11*SCL_AEP,EZE_2018-07-14*AEP,EZE_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;10/07/18;SCL;AEP,EZE;13/07/18;AEP,EZE;POA;21/07/18;2.579;3;3;8;"MDZ;SCL;AEP,EZE";8;3;3
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-10*AEP,EZE_SCL_2018-07-13*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;AEP,EZE;10/07/18;AEP,EZE;SCL;13/07/18;SCL;POA;21/07/18;2.610;3;3;8;"MDZ;AEP,EZE;SCL";3;3;8
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-10*AEP,EZE_SCL_2018-07-14*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;AEP,EZE;10/07/18;AEP,EZE;SCL;14/07/18;SCL;POA;21/07/18;2.610;3;4;7;"MDZ;AEP,EZE;SCL";4;3;7
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-11*AEP,EZE_SCL_2018-07-14*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;AEP,EZE;10/07/18;AEP,EZE;SCL;13/07/18;SCL;POA;21/07/18;2.610;3;3;8;"MDZ;AEP,EZE;SCL";3;3;8
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-10*AEP,EZE_SCL_2018-07-15*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;AEP,EZE;10/07/18;AEP,EZE;SCL;14/07/18;SCL;POA;21/07/18;2.610;3;4;7;"MDZ;AEP,EZE;SCL";4;3;7
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-11*AEP,EZE_SCL_2018-07-15*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;AEP,EZE;11/07/18;AEP,EZE;SCL;14/07/18;SCL;POA;21/07/18;2.610;4;3;7;"MDZ;AEP,EZE;SCL";3;4;7
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-12*AEP,EZE_SCL_2018-07-15*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;AEP,EZE;10/07/18;AEP,EZE;SCL;15/07/18;SCL;POA;21/07/18;2.610;3;5;6;"MDZ;AEP,EZE;SCL";5;3;6
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-10*AEP,EZE_SCL_2018-07-16*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;AEP,EZE;11/07/18;AEP,EZE;SCL;15/07/18;SCL;POA;21/07/18;2.610;4;4;6;"MDZ;AEP,EZE;SCL";4;4;6
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-11*AEP,EZE_SCL_2018-07-16*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;12/07/18;SCL;AEP,EZE;15/07/18;AEP,EZE;POA;21/07/18;2.610;5;3;6;"MDZ;SCL;AEP,EZE";6;5;3
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-12*AEP,EZE_SCL_2018-07-16*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;10/07/18;SCL;AEP,EZE;16/07/18;AEP,EZE;POA;21/07/18;2.610;3;6;5;"MDZ;SCL;AEP,EZE";5;3;6
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-10*AEP,EZE_SCL_2018-07-17*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;12/07/18;SCL;AEP,EZE;16/07/18;AEP,EZE;POA;21/07/18;2.610;5;4;5;"MDZ;SCL;AEP,EZE";5;5;4
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-11*AEP,EZE_SCL_2018-07-17*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;13/07/18;SCL;AEP,EZE;16/07/18;AEP,EZE;POA;21/07/18;2.610;6;3;5;"MDZ;SCL;AEP,EZE";5;6;3
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-12*AEP,EZE_SCL_2018-07-17*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;10/07/18;SCL;AEP,EZE;17/07/18;AEP,EZE;POA;21/07/18;2.610;3;7;4;"MDZ;SCL;AEP,EZE";4;3;7
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-14*AEP,EZE_SCL_2018-07-17*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;12/07/18;SCL;AEP,EZE;17/07/18;AEP,EZE;POA;21/07/18;2.610;5;5;4;"MDZ;SCL;AEP,EZE";4;5;5
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-10*AEP,EZE_SCL_2018-07-18*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;13/07/18;SCL;AEP,EZE;17/07/18;AEP,EZE;POA;21/07/18;2.610;6;4;4;"MDZ;SCL;AEP,EZE";4;6;4
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-12*AEP,EZE_SCL_2018-07-18*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;10/07/18;SCL;AEP,EZE;18/07/18;AEP,EZE;POA;21/07/18;2.610;3;8;3;"MDZ;SCL;AEP,EZE";3;3;8
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-14*AEP,EZE_SCL_2018-07-18*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;12/07/18;SCL;AEP,EZE;18/07/18;AEP,EZE;POA;21/07/18;2.610;5;6;3;"MDZ;SCL;AEP,EZE";3;5;6
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-15*AEP,EZE_SCL_2018-07-18*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;13/07/18;SCL;AEP,EZE;18/07/18;AEP,EZE;POA;21/07/18;2.627;6;5;3;"MDZ;SCL;AEP,EZE";3;6;5
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-11*AEP,EZE_SCL_2018-07-18*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;14/07/18;SCL;AEP,EZE;17/07/18;AEP,EZE;POA;21/07/18;2.692;7;3;4;"MDZ;SCL;AEP,EZE";4;7;3
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-13*AEP,EZE_SCL_2018-07-18*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;11/07/18;SCL;AEP,EZE;18/07/18;AEP,EZE;POA;21/07/18;2.692;4;7;3;"MDZ;SCL;AEP,EZE";3;4;7
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-13*AEP,EZE_SCL_2018-07-17*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;11/07/18;SCL;AEP,EZE;17/07/18;AEP,EZE;POA;21/07/18;2.709;4;6;4;"MDZ;SCL;AEP,EZE";4;4;6
POA_MDZ_2018-07-07*MDZ_AEP,EZE_2018-07-13*AEP,EZE_SCL_2018-07-16*SCL_POA_2018-07-21;POA;MDZ;07/07/18;MDZ;SCL;11/07/18;SCL;AEP,EZE;16/07/18;AEP,EZE;POA;21/07/18;2.785;4;5;5;"MDZ;SCL;AEP,EZE";5;4;5
POA_SCL_2018-07-07*SCL_AEP,EZE_2018-07-10*AEP,EZE_MDZ_2018-07-14*MDZ_POA_2018-07-21;POA;SCL;07/07/18;SCL;AEP,EZE;10/07/18;AEP,EZE;MDZ;14/07/18;MDZ;POA;21/07/18;2.798;3;4;7;"SCL;AEP,EZE;MDZ";4;7;3
